song,year,artist,lyrics
circles-in-stone,2015,echoes-of-eternity,"stand with me and watch the stars dance across the night
we will steal the sun from its march across the sky
stand with me where the monuments will lie
we will build a monument that stands the test of time
capture the sunlight's first rays
honor the shortest of days
stand before circles in stone
stand with me before the temple of the sun
when dawn awakes with a kiss across the sky
with hearts of wonder and devotion in our eyes
we will speak the words that give eternal life
capture the sunlight's first rays
honor the shortest of days
stand before circles in stone"
lost-beneath-a-silent-sky,2015,echoes-of-eternity,"staring into nothing
questioning what is real
we don't share the same reality
personal perception
life's your own creation
what you see now is really what you really
lost beneath the silent sky
yearning to know the reasons why
want to know what's out there
want to be made aware
of what we cannot see but feel
where does it begin
and where does it end?
i want to venture out beyond what is known
lost beneath the silent sky
yearning to know the reasons why
lost beneath the silent sky
yearning to know the reasons why
don't hesitate
make your own way
lost beneath the silent sky
yearning to know the reasons why
lost beneath the silent sky
yearning to know the reasons why"
expressions-of-flesh,2015,echoes-of-eternity,"if we are eternal souls why should we fear death?
beings of eternity expressed in the flesh
from dust we are born, to dust we regress
souls of infinity expressed in the flesh
source of all creation within your spirit lies
sings an eternal song, a hymn that never dies
not created nor destroyed, the end is not the end
when you leave this mortal form life begins again
life begins again, the end is not the end
life begins again, the end is not the end
life begins again, the end is not the end
again
source of all creation within your spirit lies
sings an eternal song, a hymn that never dies"
bound-for-glory,2011,chained,"risen saviour, holy son
bound for glory i've become
drainen from sin, he made me clean
i need to tell you just what it means
bound for glory, i'll be free
you are the holy trinity
through his blood i've been set free
bound for glory you and me
by his grace and loving hand
i am heading for the promised land
bound for glory, i'll be free
you are the holy trinity
bound for glory, i'll be free
you are the holy trinity
bound for glory, i'll be free
you are the holy trinity"
drained,2011,chained,"you came from nowhere and took me by surprise when i was blind
you came out of the shadow and dug your way inside my mind
the empty void inside me was filled with something as thick as tar
the deep cuts in my soul won't heal without me getting scarred
i want it
i need it
i feel it
i bleed
i am drained 
new blood in my veins
i am drained 
new blood in my veins
the things i've said and done will not be soon forgotten
you cannot bring me down you cannot save your own rotten soul
i want it
i need it
i feel it
i bleed
i am drained 
new blood in my veins
i am drained 
new blood in my veins
so many times i've reached out for you i've always found myself alone
i'm blind no more i see the light where you have gone
i want it
i need it
i feel it
i bleed
i am drained 
new blood in my veins
i am drained 
new blood in my veins
drain me
drain me
fill me with new blood
drain me
drain me
fill me with new blood"
my-saviour-my-lord,2011,chained,"stand up, stand tall
stand firm on your ground
be strong, be proud
shout out make a sound
you see who i am
you take what you want
you give what i need everyday
you died for me so i could live
everyday i have you to thank
my savior, my lord
let you fire
burn inside of me
make me stronger
save me set me free
you see who i am
you take what you want
you give what i need everyday
you died for me so i could live
everyday i have you to thank
my savior, my lord
you payed for my life with your blood
you suffered in my place
you catch me when i fall
you're with 'til the end of days
jesus christ
you died for me so i could live
everyday i have you to thank
my savior, my lord
my savior, my lord
my savior, my lord
my savior, my lord"
demons-shelter-within,2007,axamenta,"i opened my eyes and again there was nothing to fill this void
whichever path i travelled
it lay distant in oblivion
fled out of whispering winds
to where voices slay
a cobweb of jagged sulfur
envenomed my benumbed senses
fled into shimmering doubts
where sanity is slain
the lights from the bridge they bleed
creating crimson streams beneath thames' cold gaze
enslaving demons shelter within me
staring at the depth i see
shapeshifting images of me
forever these demons shelter within me
struck by horror, realed with wonder
a face was spun in moonlit mirrors
swept in fractures, pain inflicted
a crepuscular eve in torment mended
reflections drowned in mirrors
memo! ries now mere burdens
timespawned for a new purpose
besieged from lurking desires in mind
psychomaniacal attraction inside
the ""i"" identity no longer alone
the sense of time forgotten - forlorn
as fate lay dying aghast
a deadbolt to insanity - i slip away.
from these demons who shelter within me.
fingers now clung mists asunder.
loathsome winds whispered unleash the fear.
from these demons who shelter within me.
staring at the depth i see.
shapeshifting images unleash the fear.
forever."
elemental-dance,2007,axamenta,"we are the end of summer
we are the dying light
we are the god's creation
from elemental might
for we who bleed under the cursed skies
on our journey to the end of time
the soil we plunder, the decay that is man's
the endless cycle, elemental dance
we are the waves of fury
that sweep on writhing tides
we are the newborn children
stained not with blood of christ
to ancient decorum humanity slaves
mankinds witness the end of their race
winds claim their season and seas their domain
reason's voice muted, ignited the flame
sam hein...possess me with your power
sam hein...enlighten me with trance
sam hein...devour me in your fury
sam hein.........the elemental dance"
submissive-to-the-all,2007,axamenta,"and thus the world begins with another tale
the all is creating and dominating
in the intangible vastness of space
under the reign of father time
wind - raged storms
fire - scorched life
redeem the martyr into existence
earth - holy ground
water - source of all
order and chaos come by
o mater matrum, minimus sum
mother nature under your power
o pater patrum, minimus sum
father time in your era
in all of this man is just a sigh
from dawn of men we try to survive
four forces of nature to dominate
with dispassionate beliefs we crucify
feel the falling of her dying tears
hear her calling on the winter night's breeze
fear the crawling of her ghosts within
crave for her, deliverer of life"
beyond-the-haunting,2007,axamenta,"fear the dreams, desires
the terror
know what darkness we nourish
the wickedness
born out of long lost legends
we are collectors of the dead
this slowly dawning horror beckons us once again
we walk and live in shadows forever and much longer
the mortal immortals...the restless ones
the dark of our existence lies deep within
our bodies are stirred by an ethereal breeze
and in these buried lands...
we are doomed...
beyond the haunting
lies a dying light
for those who walk
on the path of death
in a tortured grasp of tormented wraiths
dreadful dreams claim our failures
oblivion is groaning in pain
at its long decline feel the stirring of our souls
our bodies wracked with imagined pain
shredding flesh off the bone
until we find the phantasm core...
the scarred entity drifted into sleep
to face our mercenary nightmares.
our moment, our triumph
a sinister outcome was shattered into pieces.
drenched in a moment of unguarded pain
we are the ones who creep and crawl...beyond the haunting
the mortal immortals...the restless ones...
and when the clock of time strikes the quarters
the entity drowns in a sea of clouds
beyond the haunting lies a dying light
for those who walk on the path of death"
deciphering-darkness,2007,axamenta,"i should have known they came in disguise;
i had no idea of the horrors in stored for me in them...
why do things happen as they appear in dreams?
and when i dream, i dream of memories....
dreams or memories of reality....
i cannot tell what are my own...
and the dreams always return,
and all the terror and the evil that came with these memories were born
within my dreams...
what was left of my sanity told me not to indulge myself to them....
but as i was lured into them that voice was nothing more than a whisper...
and now i am losing everything that is left of my humanity..."
when-water-became-ice,2007,eddy-antonini,"

in the darkest night demons came to take me away.
addicted to the pleasure, masters of our souls.
dragged into the dark, they decided to show the damage.
just a little sign arised: water became ice.
never return to forget what he is burning in that night of fear.
some drops of pleasure explode on your face and now... are tears.
a lonely man with hate inside
another whisky to drink his life.
around his head, the pain will shine...
he cried! and water became ice.
when water became ice.
in the darkest night demons came to take me away.
addicted to the pleasure, masters of our souls.
dragged into the dark, they decided to show the damage.
just a little sign arised: water became ice.
never return to forget what he is burning in that night of fear.
some drops of pleasure explode on your face and now... are tears.
a lonely man with hate inside
another whisky to drink his life.
around his head, the pain will shine...
he cried! and water became ice.
when water became ice."
twilight,2007,eddy-antonini,"

take me away to the sign of the twilight
heal my soul where the angels can let it grow.
don't forget
take a look through this darkness
'cause our sun cannot shine anymore.
send our prayer on the way of illusions
i will capture the lucifer's gold.
trying to save
free your mind from confusion
reaching hard the white light of the sun.
we live to fight this danger climbing under the god eyes
the legend of the saviors never dies.
we live to fight this danger just above the evil gold
the treasure of mankind is our love.
higher and higher
we are crossing the sky;
higher and higher
our wings now can fly;
higher and higher
we don't wanna fall.
searching for the key of our love
until... the twilight comes.
blow me away to the sign of the twilight
search for what all the angels need to grow.
turn your tears into a beautiful nightmare
'cause we all steal the lucifer's gold.
human race can't survive without twilight
human souls are the arms of the gods
my desire is the key of the twilight
and all my thoughts are running straight to the sun.
we live to fight this danger climbing under the god eyes
the legend of the saviors never dies.
we live to fight this danger just above the evil gold
the treasure of mankind is our love.
higher and higher
we are crossing the sky;
higher and higher
our wings now can fly;
higher and higher
we don't wanna fall.
searching for the key of our love
until... the twilight comes."
warriors-of-the-dark,2007,brocas-helm,"the wind is made of thunder
the dark is made of dreams
the wizards ride the hills tonight
doing battle with electric screams
and against a spear of lightning
a figure rides the stars
his steed a dragon red and gold
his weapon a black guitar
my fingers played like hellfire
as i played the killing chord
the dragon screams and falls from sky
as if pierced by magic sword
but it's rider find a stabbing note
before they crash to flame
i am caught in a mighty storm of devils in my brain
warriors of the dark
"
ravenwrek,2007,brocas-helm,"young man full of power
sparkle in his eyes
rock n' roll his only desire
practiced until he died
on a ship he called the raven
he would meet his doom
with the wind and spirits howling
he faded into blue
ravenwreck
sailing the sea
ravenwreck
eternally
electric guitars and amplifiers
strung stem to stern
he made a sound of monstrous power
never before heard
his friends said he was a crazy high flyer
so they left him that day
with the sounds of guitars crying
he sailed away
ravenwreck
sailing the sea
ravenwreck
eternally
ravenwreck
sailing the sea
ravenwreck
eternally"
fall-of-the-curtain,2007,brocas-helm,"the fall of the curtain
brings a tear to my eye
the fall of the curtain
a reason to cry
release your prisoners
release them all
tear down your curtain
tear down your wall
the wall of death surrounds you
the answer can be found
you will find
your new beginnings
from dreams you left behind
a new day is dawning
leave yesterday behind
tear down the curtain
unleash your mind
you have the knowledge
realize you hold the key
you have the power
to set your people free"
night-siege,2007,brocas-helm,"chill and grim, the coming dawn
seems a century away
for mist and dark first brought them here
and in dark and mist they slay
arrows arching through the night
bring flame within our walls
and spells they've sent to steal our souls
hold many here in thrall

night is a fantasy take it away
metal's unreal in the morning
these five million warriors
belong in a dream
you'll wake up if you scream out a warning
night siege
so chill and grim, the castle now
our prison and our grave
yet, surely dawn will slay these fiends
if it comes in time to save"
fly-high,2007,brocas-helm,"looking for answers
searching to find
is it more than a nightmare
or is it my mind
what i've seen in my dreaming
i knew we must flee
a black cloud from
a dark world
has cast it's spell on me
fly
away from here
i want to fly high
away from here
ready for action
ready to roll
the plague of the dark lord
has taken control
let's find a rainbow
and climb on its light
soon we shall battle
with the armies of the night
search for answers
search to find
more than a nightmare
in my mind
what i've seen
i knew we must flee
a dark cloud
hangs over me
end of a nightmare
i rise to find
i am not sleeping at all
and there's no place to hide
search for answers
search to find
more than a nightmare
in my mind
what i've seen
i knew we must flee
a dark cloud
hangs over me"
facetting,2007,dark-reality,"surrounded by colours
of shimmering light
a display of splendour,
continual shine
delicious flower - iridescent dye
a turmoil of flowers - miraculous lie
refracted illusions,
hidden behind a facetted partition,
transfigure the scene
delicious flower - iridescent dye
a turmoil of flowers - miraculous lie
tinted the air by millions pf sparkles
that tickle and shiver and flourish and swirl
with joy on the face
a hand reaches out and grips disappointment,
the smile fades away
like the million of sparkles
that tickled and shivererd
and flourished and swirled
long ago
"
a-glimpse,2007,dark-reality,"i catched a glimpse of poetry
although they fled
they echo in my mind
companions evermore
i catched some sparks of melody
although the fled
they echo in my mind
companions evermore
i felt a touch of eyes of gentle eyes
although they turned
some wounds have left their scars
companions evermore
"
ants-under-glass,2006,dark-reality,"the flower spreads, and wisdom staggers clue disperses
moreover sense has melt away unintentious, but with great effect
""motionless attitude, never selfmade attitude fearful,
common laziness, fearfully conscientious never ever consciousness,
consciousness is fear frostbitten sight, obstructive spite: be eternally received...""
these thoughts, they cross the crumbling sky,
the nearing end is their impulse fulmination fills the air,
a flower of sound takes over
""ants inside the head paralyze the head
close up and pass by, eternal will:
to deny under glass, to be and stay..."""
little-chaffinch,2006,dark-reality,"aeons may have passeth by, memories are fading
i wish you to have found your way and kept your imaginery"
in-the-cathedral,2006,dark-reality,"sinful rain bathing this narrow square soaking my vein, infolding my stare
yes, they are goading me... as if shame will survive me
an old woman's knees kissing the tiles spirits lie broken, salvation is ice
little by little, darkness is spreading
i've lost all ny bearings, need some accomplice
my behaviour is cursed, i drown in this dirt days once composed on the alert
drowning in guilt, drowning in dirt... and still insight is far away
in the cathedral, peeling my fear, in the cathedral, dirt even here
athirst for comprehension, my soul can't stop it's depredation
...as if shame will survive me"
moping-carol,2006,dark-reality,"oh grief, oh pain, delivering me to hopelessness,
oh selfabsorbing perverse lust that turns me on this hell to bless
this rigid life of disincentive i've begun
provides the cage of frozen time that keeps my mind from going on
solum permaneo in velamene lapideo qiud ipse sustineo
no hands to clutch, no consolation
assistance all in vain for my soul lacks will to join salvation
depths of indolence, oh shelter my intellect
keep me from reflection that may urge a useless force to act
got a brain with dancing shadows got a face with lightness eyes
when i'm searching for connexion with no hope to realise
activity is useless for you've no chance to succeed
every strive for alteration is their mockery to feed"
four-words-to-choke-upon,2007,bullet-for-my-valentine,"betrayed one more time
but somewhere down that line
you're gonna get what's coming to you
look at me now
look at me now
look at me now!
pull it out from my back
soon i'm the one that's on attack
can't wait to return the favor
look at me now
look at me now
look at me now!
too many time i've seen it, rip a hole into our friendship
this is how it's been, how it always will be
you think you're above me 
but now i'm here to envy
four words to choke upon!
look! 
at, me
now!
betrayed one more time
but somewhere down that line
you're gonna get what's coming to you
look at me now
look at me now
look at me now!
pull it out from my back
soon i'm the one that's on attack
can't wait to return the favor
look at me now
look at me now
look at me now!
too many time i've seen it, rip a hole into our friendship
this is how it's been, how it always will be
you think you're above me 
but now i'm here to envy
four words to choke upon!
look! 
at, me
now!
oh!
too many time i've seen it, rip a hole into our friendship
four words to choke upon!
too many time i've seen it, rip a hole into our friendship
this is how it's been, how it always will be
you think you're above me 
but now i'm here to envy
four words to choke upon!
look! 
at, me
now!"
no-control,2007,bullet-for-my-valentine,"i scream into your face
i scream into your face until
my veins are bursting through
prisoners now live with no excuse
its goes
i won't leave i can take control
control
but it won't stop cause i have no control
i have no control
it comes down, don't take my name
its holds it holds
it holds me down
i stared into your eyes
i stared into your eyes until
the tears start to fall
with a sound to which can't ignore
its goes
i won't leave i can take control
control
but it won't stop cause i have no control
i have no control
it comes down, don't take my name
its holds it holds
it holds me down
it comes down, don't take my name
its holds it hold me down
you see your way its the only way to be
you see your way its the only way to be
the only way to be!
it comes down, don't take my name
its holds it hold me down
it comes down, don't take my name
its holds it hold me down
i have no control
i have no control
oh!"
cries-in-vain,2007,bullet-for-my-valentine,"lord i know i cried a thousand tears tonight
but nothing seems to quench the thirst
you keep on craving
but now i need a answer to my question
your not there so i think to listen
has no one told you
your cries are all in vain
and everyone keeps trying take that all away
has no one told you
your cries are all in vain
your cries!
lord i can't disguise the look inside my eyes
the more i try to look away the more i'm staring
but now i need a answer to my question
your not there so i think to listen
listen
has no one told you
your cries are all in vain
and everyone keeps trying take that all away
has no one told you
your cries are all in vain
your cries!
your cries in vain
your cries in vain
your cries in vain
your cries in vain
i look away! way way way
has no one told you
your cries are all in vain
and everyone keeps trying take that all away
has no one told you
your cries are all in vain
your cries!
has nobody told you when you away
the stories they told you still run through your veins
nobody told you when you away
the stories they told you still run through your veins
run through your veins"
her-voice-resides,2007,bullet-for-my-valentine,"our time has ended
i feel it's only just begun
and i'm frustrated
i can't believe you're not the one
my ears are bleeding
her voice resides inside my head
and now i'm choking

will i just fall to pieces
or am i alright?
to iron out my creases
you must lacerate me till they're done
these are my final words to you
i know you're listening can you hear me?
the time has come to say 'goodbye'
these are my final words, to you
the clock is ticking
my heart is bursting through my chest
and now i'm crying

the chair is creaking
her voice resides inside my head
and now it's over

will i just fall to pieces
or am i alright?
to iron out my creases
you must lacerate me till they're done
these are my final words to you
i know you're listening can you hear me?
the time has come to say 'goodbye'
these are my final words, to you
heaven, where is my angel?
i need her now 
heaven, where is my angel
i need her now
holding me
tonight
will i just fall to pieces
or am i alright?
to iron out my creases
you must lacerate me till they're done
these are my final words to you
i know you're listening can you hear me?
the time has come to say 'goodbye'
these are my final words, to you!"
room-409,2007,bullet-for-my-valentine,"i can't believe what i've seen
so scratch my eyes out
you were at ease on your knees in his apartment
you said his name as i came in your direction
now i can choose what to do with both of you
i loved you, you hurt me
i loved you, you hurt me bad, go
your words, bury me of what i used to be
i can't erase all those things i've seen
your heart smothers me and now it's hard to breathe
i can't erase all my memories
i take a step to the left, now you see me
tears start to fall as you crawl in his apartment
you screamed his name as i came in your direction
fists start to fly say goodbye there's no excuses
i loved you, you hurt me
i loved you, you hurt me bad, go
your words, bury me of what i used to be
i can't erase all those things i've seen
your heart smothers me
and now it's hard to breathe
i can't erase all my memories
hey, there's no excuses
hey, there's no excuses
i loved you, you hurt me
i loved you, you hurt me bad, go
your words, bury me of what i used to be
i can't erase all those things i've seen
your heart smothers me
and now it's hard to breathe
i can't erase all my memories
"
tears-don-t-fall-pt-2,2013,bullet-for-my-valentine,"let's go again!
ten thousand times
i've tried, i've tried to call you
i know you wanna talk
i need you to show you how i heard
so answer me,
talk to me
so answer me,
where's your sympathy?
you pour your salt into my wounds
and make me feel like i'm to blame
you pour your salt into my wounds
i won't play your game
obsession, rejection
your final breath is my possession
obsession, rejection
your final breath is now my possession
ten thousand times
i've tried, i've tried to hate you
forget your pretty little lies
it's time for me to make you heard
so answer me,
talk to me
so answer me,
where's your empathy?
you pour your salt into my wounds
and make me feel like i'm to blame
you pour your salt into my wounds
i won't play your game
obsession, rejection
your final breath is my possession
obsession, rejection
your final breath is now my possession
you pour your salt into my wounds
you make me feel like i'm to blame
you pour your salt into my wounds
you make me feel like i'm to blame
you pour your salt into my wounds
i won't play your game
woah oh
woah oh
woah oh
woah oh
woah oh
you!
so answer me,
talk to me
so answer me,
where's your sympathy?
you pour your salt into my wounds
and make me feel like i'm to blame
you pour your salt into my wounds
i won't play your game
obsession, rejection
your final breath is my possession
obsession, rejection
your final breath
your final breath
 i've told you before
 your tears don't fall
 i've been here before
 they crash around me"
breaking-point,2013,bullet-for-my-valentine,"spinning out mind 
that's headache taste on the tip of my tongue
i can't take you 
you're so bitter, better get up and run
warning, eye for an eye
when revenge comes charging
warning, eye for an eye
you won't see it coming
you won't see it coming
if you carry on, you won't win that fight
if you take me on, you'll find my breaking point
please don't test my 
my short fuse you don't wanna ignite
do not scratch the 
don't wake the beast 'cause he's ready to bite
warning, eye for an eye
when revenge comes knocking
warning, eye for an eye
you won't feel it coming
you won't feel it coming
if you carry on, you won't win that fight
if you take me on, you'll find my breaking point
if you carry on, you won't win that fight
if you take me on, you'll find my breaking point
everybody's got a breaking point
nobody wants to see that side of me
stop pushing, 'cause i won't back down
nobody's gonna bring that by me
it's an eye for an eye
it's an eye for an eye
it's an eye for an eye
it's an eye for an eye
if you carry on, you won't win that fight
if you take me on, you'll find my breaking point
if you carry on, you won't win that fight
if you take me on, you'll find my breaking point
i'm at my breaking point"
hand-of-blood,2006,bullet-for-my-valentine,"oh
there goes my valentine again
i'm soaked in red for what she said
and now she's gone
oh my god have i done it again
there's a pulse that is deafening
i can't help what i hear in my head,
its the switch that i flip 
hand of blood
i don't want to feel, my heart is breaking
hand of blood
i don't want to see, my life is burning
i saw you look away
is what you've seen too much to take
or are you blind and seeing nothing

i saw you run away
is what i've done too much to take
or are you scared of being nothing.
there's a stain on my hand and it's red
oh my god am i losing it
i can't help what i've done or i've said
?it's a button i push? 
hand of blood
i don't want to feel, my heart is breaking
hand of blood
i don't want to see, my life is burning.
i saw you look away
is what you've seen too much to take
or are you blind and seeing nothing

i saw you run away
is what i've done too much to take
or are you scared of being nothing
i saw you look away
is what you've seen too much to take
or are you blind and seeing nothing

i saw you run away
is what i've done too much to take
or are you scared of being nothing"
suffocating-under-the-words-of-sorrow,2006,bullet-for-my-valentine,"the night is starting here we go
i check out everything
this is our time to lose control
what do you want from me
you line them up we'll put them down
this is so frustrating
to watch you sleezing all around
yet you keep on smiling

what can i do to make you see?
you're guilty
what can i do to make you feel?
you're wanted
what can i do to make you see?
you're guilty
i'm suffocating under words of sorrow
her skin reflects behind the blur
i'm intoxicated
where am i from why am i here

fingers running through my hair?
but its all just fiction
she steps out from her underwear?
so beautiful

go!

but i keep on staring?

her skin reflects behind the blur
i'm intoxicated
where am i from? why am i here?

fingers running through my hair
i'm a new addiction
she steps out from her underwear

"
broken,2015,bullet-for-my-valentine,"yeah
sitting here alone with nothing left to say
staring at the world won't make it go away
i need to show the world that i'm alive
i have to break this silence, to empty out my words
i will be heard
don't hold me back, don't try to pass it by
this might be hard to handle
don't try to heal me when i'm broken
i need to hurt for me to feel, feel anything
don't try to fix me when i'm broken
i need to hurt for me to feel, feel anything
i need a darker place to go and find myself
i don't want to hate or live with my regrets
i have to show i'm strong and i'll survive
i need to break this silence, better mark my words
i will be heard
don't hold me back, don't try to pass it by
this might be hard to handle
don't try to heal me when i'm broken
i need to hurt for me to feel, feel anything
don't try to fix me when i'm broken
i need to hurt for me to feel, feel anything
i need to break this silence, better mark my words
i will be heard
sitting here alone with nothing left to say
staring at the world won't make it go away
don't try to heal me when i'm broken 
i need to hurt for me to feel, feel anything
don't try to fix me when i'm broken 
i need to hurt for me to feel, feel anything"
eye-of-the-storm,2008,bullet-for-my-valentine,"can you hear the thunder?
can you feel the rain it pours?
melt down all your windows
that barricade the doors
mother nature's fury takes you by the hand
showing all but mercy
wrecking death upon the land
go!
caught in the eye of the storm
did the heaven just open and fall?
we are caught in the eye of the storm
all that's left are just bodies to mourn
can you see the lightning?
can you feel the wind it soars?
pack up your belongings, let chaos take control

mother nature's fury takes you by the hand
rip this world to pieces
bid farewell to all you know
go!
caught in the eye of the storm
did the heaven just open and fall?
we are caught in the eye of the storm
all that's left are just bodies to mourn
yeah!
caught in the eye of the storm
caught in the eye of the storm
caught in the eye of the storm
can you hear the thunder?
can you feel the rain it pours?
melt down all your windows
that barricade the doors
mother nature's fury takes you by the hand
showing all but mercy
wrecking death upon the land
go!
caught in the eye of the storm
did the heaven just open and fall?
we are caught in the eye of the storm
all that's left are just bodies to mourn
to mourn!"
taken-by-force,2007,allegiance,"persecute the ones
the innocent are overcome
i won't accept your scorn
you won't accept the norm
i sense your anger
the pain that burns inside
you don't redeem my opinion
or diminish my pride
diminish or return
castigate my word
i can't accept your cause
when you take me
legislate the law
bu took for any flaw
or you'll be taken by force
rules that are made
are rules to be obeyed
taken by force
i sense your anger
the pain that burns inside
you don't redeem my opinion
or diminish my pride
objection is not the answer
to this voracious form of cancer
eating at the freedom of others
to enjoy thier own existence
taken by force
taken by force
legislate the law
but look for any flaw
or you'll be taken by force
rules that are made
are rules to be obeyed
taken by force
taken"
scorn,2006,allegiance,"likes rats we strip the earth
rampant animals and beast
children in a stupor
frustation is unleashed
cauterize emotion
striking at our worst fear
breeding with unopen minds
and drowning in our tears
grasping bloodied hands
reaching out in agnoy
life torn apart at the seams
gripping throes of death
crippling with zest
we are impaling our own being
scorn scorn
corruptive minds at work
open our eyes to see
complusive wat to act
implusive way to be
eating at the remains
to crumble in decay
turning onto ourselves and
the life that we reject
scorn scorn"
trapped-behind-a-shadow,2006,allegiance,"futureturns the tides
an abstract view on life
morbid thoughts that dominate
control your instinct to survive
left in the dark again
trapped behind a shadow
when will the confusion end
left with no to-morrow
so many thoughts we cannot see
condemn us to a life of sorrow
leaving one to conjure ways
and try to make it through to-morrow
left in the dark again
trapped behind a shadow
when will the confusion end
left with no to-morrow"
pity,2006,allegiance,"looking for to-morrow
before you find to-day
to be abused that way
a sign of the times
society to blame
you ask yourself the question
was it self inflicted pain
blame
who's to blame
blame
who's to blame
the chance of a new life
or the beginning of the end
looking to-wards the future
drowning in self pity
as time presses on
no point in looking back
the past times are gone
blame
who's to blame
blame
who's to blame
the chance of a new life
or the beginning of the end
look to-wards the future
with yourself as your only friend
the chance of a new life
or the beginning of the end
look to-wards the future
with yourself as your only friend
blame
who's to blame
blame
who's to blame"
lesser-gods,2006,genitortures,"watch the ones who will not let you see.
what falls beyond their conformity.
of one god.
of one mind.
of one soul.
you take control.
you're set apart without a cross to wear.
left alone with out their guilt to bear.
transcend, transcend all of the worlds that trap you in.
transcend, transcend another farce you'll have to end.
watch the ones that who will not let you see,
what falls beyond their conformity."
may-silence-keep-you,2009,across-the-sun,"it comes from deep within
so swiftly without warning
a place that no one speaks of
cares not for whatandapos;s at stake
the beast tears into walls of the soul
incessantly
then breaks loose
writhing and wretched
it breathes genocide
upon the fiber of your being
until nothing remains
hosting monstrosities
body becomes a vessel
controlling every step thatandapos;s made
if left undone, true self expires
for all time
may silence keep you always
pray for the death
that you wrought
walk with me
come feel the light once more
releasing this ghost of ages
transforming before my very eyes
reflection not my own
descending to lifeforms unknown
evolving within to find a way
to cross the line, staying alive
release me, be done with me
become no more"
headlights,2013,blind-passengers,"boring evenings, cold lonely nights
everlasting dark
and no headlights that light it up
i cant see a? mark
the falshing lights of the city
wont leave me to sleep
the colourful lights of the city
hide all that i need
when sweet dreams are playing with me
and im afraid? to awake again
then i see the headlights in the darkness
that show me the way
when sweet dreams are playing with me
and im afraid to lose you again
then i wish that i never will we wake up again
the laughing lights of the city
talk about the? real life
and my hearts is full of dreams
when its splendeur is in my eyes
if i need in a dark hour somebody i can hold
there is nobody with me and i feel so cold
i see the headlights is see the headlights
when sweet dreams are playing with me
and im afraid? to awake again
then i see the headlights in the darkness
that show me the way
when sweet dreams are playing with me
and im afraid to lose you again
then i wish that i never will wake up again"
cultivate-decay,2007,crimson-thorn,"when a prophet says something
in the name of the lord
and that thing does not come to pass
that thing has been spoken presumptuously
and is not of the lord - do not be afraid
you ask what shall i believe
nothing seems real to me
too many promoting a way
finding no truth in what they say
mindless babble mixed with lies
passed on to generations
brainwashed into compromise
blatant ignorance elusive decay
addition or subtraction
formulation of a tainted belief
no leading of the spirit
only your impending individuality
blind leading the blind
power of deception leading your mind
compensation of words
what you think and say is absurd
pulling away from evil ties
the lord of lords has made his sacrifice
manifesting through his death on a tree
truth found in his reality"
malignant-masters,2007,crimson-thorn,"in these days of increased learning
liberal scholars lead the pack
converting and diluting
is their cancerous attack
malignant... malignant
holding positions of power
infesting colleges and schools
self appointed wise men who are truly only fools
with diplomas and degrees
and higher learning as their mask
divine truths are slowly smothered
they've accomplished their vile task
but there still exists a remnant
who are faithful to their call
a shining light in the darkness
refusing those who will fall
they perpetrate the myth of spiritual neutrality
denial of our fallen nature
only feeds man's carnality
the simplicity that is in christ
cuts through their futile lies
by exposing them for what they are
we will welcome their demise
malignant... malignant"
lost-paths-of-unicorns,2007,galadriel,"a breeze is tearing down the leaves of the trees
 falling asleep in the colors of fall
again, i can hear that strange beat of the earth
that melancholy neigh and sorth of the nostrils
the strokes of hoofs sound again over the land
i can see them again galloping gracefully
their blowing white manes, a tender sharp horn on their brow
only a virgin could touch their grace
and feel the touch of their eyelashes in her palm
just today, when i'm scrolling across the forest
and that ancient touch is warming my palms"
acheron,2007,galadriel,"the past has enslaved that all
we built for the future life
through an endless age of twilight
we tried to regain our pride
strangers ruled us by the divine right
mastered our fate just as they liked
in spite the pain and desperation
we never forgot the name of our nation"
dowina,2007,galadriel,"twilight haze embraces horizons
where the rivers of our past still flow
let the cold wind blow in your heart
and let the water become the blood of your own
time is written into walls of stone
just stand and listen to their echoes
take over past of this mighty place
close your eyes and dive into shadows"
armies-of-valinor,2007,galadriel,"into the battle we ride again
against the dark one, against the terror, suffering and pain
we're the valar, lords of the west
the light of trees still shines in our eyes from the past
across the sea, into the north
there dwells the evil, the enemy we must fought
the elves cursed his name for all the time
now he will feel the anger of those, who remained divine
armies of evil, orcs and dark men
scattered away as their fortress fell
whirlpool of battle changed middle earth
to still remind the victory of valinor"
strokes-of-desire,2007,galadriel,"in the lilies, naked, and the rain
is falling at me, at my trembling skin
in the flames, in desire's web
i feel you, opium in my dreams
sister of flowers, as darkness falls at you
at your innocence, as a black crystal of night
my serenade for your hot lips
i feel the sweat on your breast
my body lies resigned to you
your eyes stroke me in desire of love
like an ocean of fire and ice
blinded by the strokes and sighs
as the rain flows down
your leaves and even skin
as you're burning now
in moments of ecstasy
lights of candles are dancing on your body
strokes of your hands, i feel on my skin
like swans in love in the lake
we fall asleep to those silent dreams
in the lilies, naked, and the rain
is falling at me, at my trembling skin
in the flames, in desire's web
i feel you, opium in my dreams"
